Loan_ID,Application_Date,City,Region,Age,Employment_Type,Income,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Percent,Credit_Score,Debt_To_Income_Ratio,Approval_Status,Default_Flag,Loan_Status,Customer_Rating,Risk_Category
LN100249,2023-07-25,Delhi,North,32,self-employed,96474.0,496212.0,53,10.5,754.0,0.122,Approved,0,Active,5.0,Low
LN101570,2023-04-13,bengaluru,South,39,Self-Employed,113547.0,1250713.0,94,10.43,772.0,0.172,Approved,0,Paid,4.0,Low
LN102120,2023-12-02,Delhi,North,37,Business,100227.0,690369.0,115,9.79,695.0,0.093,Approved,0,Paid,4.1,Medium
LN100252,2023-06-14,Mumbai,West,32,Salaried,77072.0,735460.0,80,65.63917585872197,705.0,0.171,Approved,0,Active,4.3,Medium
LN101715,2024-01-17,Delhi,North,37,Self-Employed,65321.0,854368.0,91,10.69,,0.21,Rejected,0,Rejected,5.0,Low
LN101788,2023-02-20,Hyderabad,South,38,Salaried,117589.0,943589.0,48,11.2,717.0,0.208,approved,0,Active,4.3,Medium
LN101856,2023-11-06,Delhi,North,38,Salaried,20000.0,461185.0,51,10.67,702.0,0.564,Rejected,0,Rejected,4.9,High
LN101657,2023-07-02,Hyderabad,South,43,Salaried,120431.0,1650976.0,92,9.07,747.0,0.207,Approved,0,Active,5.0,Low
LN101883,2024-02-19,Chennai,South,40,Salaried,66661.0,652177.0,71,9.33,779.0,0.18,Approved,0,Active,4.9,Low
LN102269,2024-03-28,Delhi,North,23,Salaried,150252.0,,107,9.99,718.0,0.144,Approved,0,Paid,4.8,Medium
LN102918,2023-10-26,Delhi,North,33,Self-Employed,105761.0,1088121.0,65,11.18,642.0,0.212,Rejected,0,Rejected,5.0,High
LN101450,2023-08-26,Chennai,South,21,salaried,78673.0,1188672.0,57,12.5,621.0,0.353,Approved,0,Active,4.3,High
LN100655,2023-07-09,Chennai,South,46,Salaried,71205.0,356775.0,53,9.94,623.0,0.117,Approved,0,Paid,4.2,High
LN100336,2024-12-24,Mumbai,West,30,Self-Employed,133915.0,1277294.0,83,10.23,599.0,0.8455321326362945,Approved,0,Active,4.6,High
LN101817,2024-11-12,Delhi,North,34,Salaried,21088.0,100000.0,79,11.25,704.0,0.085,Approved,0,Paid,4.7,Medium
LN102138,2024-10-05,Chennai,South,25,Salaried,137345.0,1539719.0,69,8.6,737.0,0.207,Approved,0,Active,4.4,Low
LN100353,2024-12-22,Chennai,South,44,business,78485.0,196831.0,20,11.37,726.0,0.138,Approved,0,paid,5.0,Low
LN102282,2023-07-20,Mumbai,West,33,Self-Employed,62565.0,644100.0,90,14.16,641.0,0.186,Approved,0,Paid,5.0,High
LN102176,2023-01-18,Pune,West,27,Salaried,47896.0,546874.0,85,11.11,692.0,0.195,Rejected,0,Rejected,4.6,Medium
LN102375,2024-06-05,Pune,West,38,Salaried,85894.0,3276063.065756478,81,11.07,695.0,0.199,Approved,0,Paid,4.3,Medium
LN102784,2023-03-05,Delhi,North,25,Salaried,84013.0,717506.0,78,8.24,,0.142,Approved,0,Active,4.7,Medium
LN102081,2024-07-05,Chennai,South,25,Self-Employed,81789.0,958266.0,40,10.79,623.0,0.35,Approved,0,Active,5.0,High
LN101295,2024-08-03,Pune,West,39,Salaried,69449.0,1228301.0,80,11.05,700.0,0.313,Approved,0,Active,4.4,Medium
LN101832,2024-11-24,Mumbai,West,32,Business,43864.0,377639.0,85,12.47,631.0,0.153,Approved,0,Active,4.3,High
LN101810,2024-10-07,Mumbai,West,36,Business,81491.0,949436.0,47,11.17,678.0,0.307,Rejected,0,Rejected,4.6,Medium
LN101723,2024-07-16,Mumbai,West,31,Self-Employed,59521.0,574927.0,77,10.2,727.0,0.171,Rejected,0,Rejected,5.0,Low
LN100189,2024-03-30,Delhi,North,22,Business,116353.0,1363920.0,92,8.97,746.0,0.177,Rejected,0,Rejected,5.0,Low
LN100117,2023-08-12,Pune,West,27,Salaried,123740.0,1041185.0,52,11.89,655.0,0.208,Approved,1,Defaulted,2.2,Medium
LN101256,2024-12-24,Delhi,North,21,Salaried,90427.0,645706.0,71,10.6,719.0,0.136,Approved,0,Paid,5.0,Medium
LN101034,2023-04-18,Hyderabad,South,21,Self-Employed,31725.0,100000.0,49,11.39,705.0,0.081,Rejected,0,Rejected,4.7,medium
LN101954,2024-09-27,Delhi,North,29,Salaried,94301.0,1155996.0,55,10.49,702.0,0.282,Approved,0,Active,4.6,Medium
LN102921,2023-01-17,Pune,West,42,Self-Employed,116634.0,1449122.0,84,10.72,595.0,0.211,Approved,1,Defaulted,2.3,High
LN100649,2024-11-08,Pune,West,43,Salaried,110984.0,1473477.0,49,10.96,730.0,0.337,Rejected,0,Rejected,5.0,Low
LN101790,2023-09-19,Mumbai,West,22,Salaried,84894.0,440229.0,56,10.38,769.0,0.117,Rejected,0,Rejected,5.0,Low
LN101473,2024-02-13,Bengaluru,South,30,Salaried,126451.0,1615555.0,48,9.46,686.0,0.321,Approved,0,Active,5.0,Medium
LN101918,2023-11-09,Pune,West,41,Salaried,94385.0,1217687.0,98,9.51,718.0,0.19,Approved,0,Paid,4.0,Medium
LN102278,2023-06-11,Mumbai,West,25,Salaried,87256.0,557799.0,116,10.41,630.0,0.088,Rejected,0,Rejected,4.0,High
LN102261,2023-03-27,Bengaluru,South,35,Self-Employed,58791.0,532648.0,51,11.26,607.0,0.224,Approved,0,Active,4.2,High
LN101247,2024-09-02,Chennai,South,27,Salaried,85963.0,837429.0,70,12.83,684.0,0.6945253795282762,Approved,0,Paid,4.8,Medium
LN100784,2024-04-16,Chennai,South,28,Salaried,127197.0,1333254.0,82,11.46,672.0,0.185,Approved,1,Defaulted,2.3,Medium
LN100265,2023-02-24,Mumbai,West,31,Salaried,60561.0,846665.0,57,10.01,741.0,0.309,Rejected,0,Rejected,4.2,Low
LN100360,2024-03-11,Mumbai,West,40,,,1300614.0,56,9.09,688.0,0.237,Approved,0,Active,4.5,Medium
LN102806,2024-10-24,Mumbai,West,34,Business,25944.0,378994.0,90,9.4,638.0,0.227,Approved,1,Defaulted,2.1,High
LN102125,2024-08-06,Pune,West,34,Salaried,,,78,10.89,684.0,0.212,approved,0,Active,4.8,Medium
LN100602,2024-12-17,Delhi,North,39,Business,95806.0,,78,11.66,646.0,0.9574877819524098,Approved,0,Active,4.9,High
LN102454,2024-01-25,Delhi,North,42,Business,64431.0,376628.0,101,11.84,626.0,0.092,Rejected,0,Rejected,5.0,High
LN102819,2023-10-30,Hyderabad,South,53,Business,94388.0,1283404.0,86,10.2,662.0,0.224,Rejected,0,Rejected,4.5,Medium
LN101706,2024-05-03,Pune,West,42,Salaried,45815.0,227275.0,68,9.94,710.0,0.096,Approved,0,Active,4.7,Medium
LN102762,2023-08-20,Mumbai,West,32,Self-Employed,119972.0,1509416.0,81,9.63,657.0,0.212,Approved,0,Active,4.1,Medium
LN102194,2023-07-13,Delhi,North,39,Salaried,192929.0,1661941.0,68,41.17264360295155,686.0,0.169,Approved,0,Active,4.9,Medium
LN101451,2024-07-15,Pune,West,38,Salaried,119465.0,1168500.0,96,10.41,701.0,0.151,Rejected,0,Rejected,5.0,Medium
LN102501,2024-06-22,Bengaluru,South,48,Business,82714.0,,72,10.64,676.0,0.248,Rejected,0,Rejected,4.3,Medium
LN101728,2024-08-13,Chennai,South,36,Self-Employed,131008.0,1268004.0,65,11.6,730.0,0.201,Rejected,0,Rejected,5.0,Low
LN100204,2023-03-19,Bengaluru,South,42,Salaried,131253.0,1589018.0,37,10.67,728.0,0.385,Rejected,0,Rejected,5.0,Low
LN102117,2024-06-06,Chennai,South,34,Salaried,81023.0,574997.0,48,10.16,774.0,0.181,Approved,0,Active,4.9,Low
LN100909,2024-06-15,Pune,West,35,Business,106986.0,1045238.0,96,11.57,601.0,0.156,Approved,0,Active,5.0,High
LN102067,2023-09-21,Pune,West,52,Business,41291.0,948685.0,53,9.33,676.0,0.531,Rejected,0,Rejected,4.5,High
LN101654,2024-06-24,Hyderabad,South,35,Self-Employed,96982.0,829623.0,79,11.48,652.0,0.155,Rejected,0,Rejected,4.6,Medium
LN102492,2024-06-19,Chennai,South,32,Self-Employed,114488.0,842090.0,83,9.93,636.0,0.123,Approved,1,Defaulted,2.3,high
LN100717,2024-07-16,Delhi,North,43,Salaried,133861.0,1082539.0,111,10.4,708.0,0.114,Approved,0,Active,5.0,Medium
LN101260,2024-07-18,Bengaluru,South,35,Self-Employed,52618.0,704131.0,127,11.13,585.0,0.18,Rejected,0,Rejected,4.8,High
LN100184,2024-03-25,Pune,West,30,Salaried,109212.0,1102167.0,44,11.61,731.0,0.283,Approved,0,Paid,5.0,low
LN102518,2024-02-14,Mumbai,West,34,Business,,1275812.0,97,11.23,624.0,0.144,Rejected,0,Rejected,4.4,High
LN100976,2023-08-29,Hyderabad,South,31,Salaried,115537.0,1206557.0,100,9.04,723.0,0.149,Approved,0,Active,5.0,Low
LN101309,2023-08-23,Pune,West,55,Business,118790.0,1744250.0,75,10.7,786.0,0.269,Approved,0,Active,5.0,Low
LN100775,2024-01-24,mumbai,West,32,Salaried,88019.0,1152017.0,49,11.25,,0.334,Approved,0,Paid,4.9,Medium
LN102225,2023-01-04,Bengaluru,South,21,Salaried,82326.0,705892.0,75,11.53,697.0,0.161,Approved,0,Active,4.5,Medium
LN101134,2024-08-26,Bengaluru,South,34,Self-Employed,71967.0,924430.0,89,9.16,667.0,0.199,Rejected,0,Rejected,4.3,Medium
LN101955,2024-08-20,Delhi,North,33,Self-Employed,68176.0,588154.0,90,11.4,621.0,0.143,Approved,0,Paid,4.0,High
LN101397,2024-06-27,Mumbai,West,35,Business,148547.0,1454855.0,89,12.37,690.0,0.169,Approved,0,Paid,4.9,Medium
LN101868,2023-11-20,Hyderabad,South,40,Salaried,103790.0,820756.0,94,10.75,674.0,0.125,Approved,1,Defaulted,2.6,Medium
LN102920,2023-01-24,Mumbai,West,28,salaried,120541.0,1124440.0,65,10.58,697.0,0.189,Approved,0,Paid,4.2,Medium
LN102526,2024-03-13,Mumbai,West,33,Salaried,121499.0,1689606.0,84,8.67,672.0,0.221,Approved,0,Paid,3.6,Medium
LN100493,2024-04-19,Bengaluru,South,28,Business,119351.0,1251541.0,73,10.37,740.0,0.194,Rejected,0,Rejected,4.8,Low
LN102576,2023-11-10,bengaluru,South,44,Salaried,79572.0,525761.0,102,8.81,748.0,0.092,Approved,0,Active,4.7,Low
LN102143,2024-09-24,Pune,West,42,Business,98975.0,1095636.0,108,11.28,791.0,0.164,Rejected,0,Rejected,5.0,Low
LN101073,2024-05-27,Mumbai,West,31,Salaried,104885.0,1337645.0,67,10.78,671.0,0.254,Approved,0,Paid,4.1,Medium
LN102748,2023-10-10,Bengaluru,South,41,Salaried,108757.0,1015198.0,91,9.41,598.0,0.144,Approved,0,Paid,5.0,High
LN102233,2023-03-13,Chennai,South,30,Salaried,72239.0,1135655.0,52,12.17,706.0,0.391,Approved,0,Active,5.0,Medium
LN100987,2023-06-13,Pune,West,23,Self-Employed,41703.0,385074.0,45,12.03,658.0,0.256,Rejected,0,Rejected,4.8,Medium
LN101765,2024-03-08,Pune,West,33,Business,138416.0,1613411.0,80,9.82,819.0,0.199,Rejected,0,Rejected,4.5,Low
LN102874,2024-11-19,Hyderabad,South,26,Business,98238.0,1172287.0,76,13.19,671.0,0.232,rejected,0,Rejected,4.8,Medium
LN101126,2023-11-08,Mumbai,West,31,Salaried,88733.0,917654.0,99,11.02,625.0,0.159,Approved,0,Active,4.6,High
LN100901,2023-12-19,Pune,West,41,Self-Employed,139140.0,1756029.0,63,50.79770205179012,608.0,0.26,Rejected,0,Rejected,4.8,High
LN101188,2023-07-11,Hyderabad,South,45,Salaried,91889.0,772044.0,102,8.36,670.0,0.115,Approved,1,Defaulted,2.0,Medium
LN100647,2024-02-02,Delhi,North,28,Salaried,103386.0,1070696.0,75,10.71,694.0,0.19,Rejected,0,Rejected,4.5,Medium
LN100364,2023-12-03,Bengaluru,South,34,,127993.0,1530518.0,98,9.98,,0.179,Rejected,0,Rejected,5.0,Low
LN101469,2023-08-20,Delhi,North,35,Self-Employed,128398.0,1325212.0,79,10.44,606.0,0.181,Approved,0,Active,4.3,High
LN101915,2024-04-04,Hyderabad,South,31,Business,135396.0,,65,10.4,729.0,0.252,Approved,0,Active,4.6,Low
LN102433,2023-07-01,Delhi,North,28,Salaried,62319.0,755840.0,80,9.99,656.0,0.208,Rejected,0,Rejected,4.7,Medium
LN102382,2024-05-06,Mumbai,West,34,self-employed,103888.0,1131304.0,43,12.75,723.0,0.317,Rejected,0,Rejected,5.0,Low
LN102447,2024-08-04,Bengaluru,South,35,Self-Employed,127933.0,1208173.0,12,10.77,695.0,0.834,Rejected,0,Rejected,5.0,High
LN102904,2023-01-24,Delhi,North,33,Business,104274.0,1071397.0,79,9.35,551.0,0.175,Rejected,0,Rejected,4.6,High
LN101596,2023-04-22,Chennai,South,31,Self-Employed,133055.0,1194541.0,47,11.46,703.0,0.238,Approved,0,Paid,4.8,Medium
LN101428,2023-06-23,Delhi,North,30,Business,202962.0,2001172.0,57,9.47,,0.215,Approved,0,Active,4.5,Low
LN101710,2024-09-07,Hyderabad,South,44,Salaried,26194.0,425022.0,78,10.2,681.0,0.285,Approved,0,Active,4.5,Medium
LN101831,2024-04-20,Delhi,North,25,Self-Employed,92629.0,706145.0,104,13.52,638.0,0.125,Approved,0,Active,4.9,High
LN101516,2024-03-12,Hyderabad,South,25,,53306.0,459516.0,89,10.8,702.0,0.8117906226622644,Rejected,0,Rejected,5.0,Medium
LN101813,2023-08-27,Delhi,North,44,Salaried,81603.0,798177.0,83,10.11,702.0,0.164,Approved,1,Defaulted,3.0,Medium
LN101332,2024-07-30,Mumbai,West,43,Salaried,86886.0,1012598.0,89,10.57,681.0,0.189,Approved,0,Active,5.0,Medium
LN102218,2024-06-04,Bengaluru,South,38,Salaried,21502.0,388750.0,74,50.76163645431043,696.0,1.2938508625869591,Approved,0,Paid,4.4,Medium
LN100200,2023-06-03,Bengaluru,South,25,Salaried,126920.0,973941.0,60,10.14,650.0,0.164,Rejected,0,Rejected,4.6,Medium
LN101613,2023-04-22,Delhi,North,27,Salaried,79380.0,1067544.0,62,10.99,672.0,0.285,Approved,0,Paid,4.0,Medium
LN101077,2024-02-27,Pune,West,32,Salaried,51242.0,554389.0,78,10.62,795.0,0.193,Approved,0,Active,5.0,low
LN101176,2024-07-05,Hyderabad,South,26,Self-Employed,53126.0,887887.0,105,11.52,682.0,0.253,Rejected,0,Rejected,4.2,Medium
LN102309,2023-05-14,Bengaluru,South,30,Self-Employed,,1101831.0,36,9.07,770.0,1.544845147111932,Approved,0,Active,5.0,Low
LN102280,2023-01-04,Mumbai,West,34,Business,115385.0,1290255.0,80,9.83,586.0,0.191,approved,0,Paid,4.4,High
LN100546,2024-01-31,Bengaluru,South,38,Salaried,35026.0,179736.0,61,10.8,622.0,0.11,Approved,0,Active,5.0,High
LN102181,2024-07-29,Bengaluru,South,26,Salaried,116473.0,1418281.0,43,12.0,692.0,0.35,Approved,0,Active,4.5,Medium
LN101049,2023-08-02,Bengaluru,South,32,Business,96080.0,1311693.0,59,10.86,639.0,0.3,Rejected,0,Rejected,4.6,High
LN101298,2023-09-30,Pune,West,36,Salaried,45521.0,427871.0,86,9.7,731.0,0.152,Approved,0,Active,4.8,Low
LN102370,2024-01-07,Pune,West,36,Salaried,93059.0,776044.0,99,11.82,727.0,0.132,Approved,0,Active,4.7,low
LN102251,2023-12-10,Mumbai,West,40,business,83440.0,557070.0,64,12.03,717.0,0.142,Approved,0,Active,5.0,Medium
LN100384,2023-07-25,Mumbai,West,39,Business,120169.0,1354920.0,85,9.75,713.0,0.184,Rejected,0,Rejected,4.5,Medium
LN101413,2024-10-17,Bengaluru,South,46,Salaried,83181.0,691208.0,56,9.67,698.0,0.185,Rejected,0,Rejected,4.8,Medium
LN100190,2023-07-05,mumbai,West,23,Self-Employed,68935.0,1327143.0,102,11.17,631.0,0.293,Rejected,0,Rejected,4.6,High
LN100661,2024-05-01,Pune,West,45,Self-Employed,20000.0,265144.0,93,11.59,661.0,0.217,Rejected,0,Rejected,4.9,Medium
LN100823,2023-05-11,Delhi,North,26,Business,78592.0,910168.0,90,8.13,,0.172,Approved,0,Paid,4.6,High
LN100153,2024-08-29,mumbai,West,39,Salaried,56899.0,349423.0,85,12.23,669.0,0.108,Approved,0,Active,4.6,Medium
LN100419,2024-01-15,Bengaluru,South,36,Self-Employed,26625.0,326654.0,75,10.98,753.0,0.227,Rejected,0,Rejected,4.9,Low
LN101668,2024-08-17,Pune,West,33,Business,71741.0,746666.0,66,10.93,686.0,0.211,Approved,0,Active,4.5,Medium
LN101283,2024-08-24,Bengaluru,South,24,Self-Employed,50377.0,143009.0,87,10.58,749.0,0.05,Approved,0,Active,5.0,Low
LN100558,2024-02-20,Delhi,North,25,Salaried,128025.0,1452001.0,52,10.2,691.0,0.271,Approved,0,Active,4.1,medium
LN101499,2023-12-05,Hyderabad,South,45,salaried,52184.0,301408.0,70,8.89,699.0,0.106,Rejected,0,Rejected,5.0,Medium
LN102112,2023-10-24,Mumbai,West,46,Salaried,77395.0,1181388.0,86,11.51,808.0,0.261,Approved,0,Active,5.0,Low
LN102772,2023-02-27,Delhi,North,40,,134358.0,982478.0,67,10.32,638.0,0.144,Rejected,0,Rejected,4.5,High
LN102763,2024-11-08,Chennai,South,28,Business,73009.0,731493.0,65,10.41,639.0,0.202,Approved,0,Active,5.0,High
LN101667,2024-05-14,Pune,West,32,Self-Employed,,839598.0,59,10.77,722.0,0.222,Approved,0,Paid,4.8,Low
LN101949,2023-10-14,Bengaluru,South,46,Salaried,55620.0,801926.0,100,11.68,712.0,0.226,Approved,1,Defaulted,2.2,Medium
LN101600,2024-11-09,Bengaluru,South,29,Salaried,88053.0,966891.0,92,9.1,677.0,0.166,Approved,0,Active,4.9,Medium
LN100601,2024-04-30,Delhi,North,38,Salaried,80686.0,829410.0,46,12.02,785.0,0.28,Approved,0,Paid,5.0,Low
LN100114,2024-06-30,Mumbai,West,38,Business,83758.0,837372.0,64,11.41,746.0,0.8959946289814044,Approved,0,Active,5.0,low
LN101185,2024-11-29,Mumbai,West,32,Salaried,99449.0,1056998.0,113,10.42,624.0,0.148,Approved,0,active,4.6,High
LN100108,2023-01-16,Chennai,South,21,Salaried,77771.0,589372.0,46,8.21,763.0,0.193,Approved,0,Active,5.0,low
LN102312,2024-08-01,Chennai,South,33,Salaried,124171.0,1408903.0,89,10.39,672.0,0.183,Approved,0,Active,4.9,Medium
LN100123,2024-07-05,Bengaluru,South,35,Salaried,116422.0,1142758.0,55,10.08,748.0,0.224,Approved,0,Paid,5.0,Low
LN100905,2024-02-14,Bengaluru,South,33,Self-Employed,123470.0,1427329.0,72,12.66,648.0,0.23,Approved,1,Defaulted,1.6,High
LN102598,2024-05-30,Bengaluru,South,40,Salaried,53512.0,477399.0,44,11.23,760.0,0.248,Approved,0,Paid,4.8,Low
LN101216,2024-08-01,Hyderabad,South,29,Business,50081.0,473852.0,64,12.31,682.0,0.202,Approved,0,Active,4.5,Medium
LN101815,2023-12-18,Mumbai,West,35,Salaried,54637.0,195960.0,96,11.05,758.0,0.056,Approved,0,Active,4.9,Low
LN102930,2024-07-13,Mumbai,West,30,Self-Employed,75796.0,380519.0,70,9.93,654.0,0.095,Approved,0,Paid,5.0,Medium
LN101213,2023-10-23,Chennai,South,34,Salaried,115586.0,1051976.0,55,7.84,651.0,0.198,Rejected,0,Rejected,4.3,Medium
LN100348,2023-04-16,Delhi,North,38,Business,128371.0,1250590.0,94,9.31,671.0,0.4504547975233091,Approved,0,Paid,5.0,Medium
LN100800,2024-03-07,Delhi,North,45,Salaried,89132.0,762004.0,38,10.9,660.0,0.267,Approved,0,Paid,4.8,Medium
LN100727,2024-11-19,Chennai,South,37,Self-Employed,54152.0,494946.0,56,10.82,648.0,0.209,Approved,0,Active,4.7,High
LN100841,2023-10-08,Mumbai,West,22,Self-Employed,20000.0,321648.0,68,12.14,594.0,0.328,Rejected,0,Rejected,4.6,high
LN101691,2023-02-17,Chennai,South,35,Salaried,93861.0,656493.0,81,11.85,698.0,0.126,Approved,0,Paid,4.8,Medium
LN100895,2024-05-09,Mumbai,West,34,Salaried,45826.0,154901.0,68,11.97,727.0,0.069,Approved,0,Active,4.8,Low
LN101064,2024-12-07,Chennai,South,38,Business,95332.0,693789.0,109,11.34,611.0,0.107,Rejected,0,Rejected,4.6,High
LN102651,2023-07-07,Delhi,North,29,Salaried,55533.0,492881.0,50,8.76,695.0,0.213,Approved,0,Active,5.0,Medium
LN101751,2024-08-18,Mumbai,West,31,Salaried,69313.0,635771.0,63,9.2,714.0,0.184,Approved,0,Active,4.2,Medium
LN100714,2024-09-08,Delhi,North,41,Salaried,37636.0,,85,9.04,695.0,0.214,Approved,0,Active,4.2,Medium
LN100118,2023-07-11,Pune,West,39,Business,34579.0,766032.0,64,12.27,645.0,0.473,Rejected,0,Rejected,4.4,High
LN101717,2023-04-23,Mumbai,West,31,,116861.0,1307083.0,94,10.08,617.0,0.173,Approved,0,Active,4.8,high
LN102003,2023-06-05,Hyderabad,South,31,Business,112109.0,965523.0,124,11.4,646.0,0.119,Rejected,0,Rejected,4.5,High
LN101304,2024-12-28,Mumbai,West,37,salaried,,1110304.0,74,9.8,637.0,0.175,Approved,0,Paid,4.6,high
LN100860,2024-02-23,Delhi,North,32,Salaried,112103.0,1187070.0,90,9.3,735.0,0.164,Approved,0,Paid,5.0,Low
LN101087,2024-08-13,Chennai,South,21,Salaried,88812.0,553189.0,97,8.84,695.0,0.09,Approved,0,Paid,4.5,Medium
LN100667,2024-04-24,Hyderabad,South,33,Salaried,168480.0,1015368.0,52,12.83,649.0,0.152,Rejected,0,Rejected,5.0,High
LN102537,2024-01-27,Mumbai,West,48,Salaried,42640.0,584926.0,44,48.91321226866868,657.0,0.38,Approved,0,Active,4.4,Medium
LN101170,2024-03-21,Hyderabad,South,29,Salaried,114584.0,898421.0,52,11.2,690.0,0.191,Approved,0,Active,4.7,Medium
LN100605,2023-05-23,Chennai,South,43,Salaried,100265.0,1045053.0,85,10.61,756.0,0.175,Approved,0,Active,5.0,Low
LN101416,2024-04-30,Bengaluru,South,34,Salaried,95584.0,652539.0,84,10.69,,0.116,Approved,0,Active,3.8,High
LN102968,2023-12-12,mumbai,West,39,Salaried,124967.0,1154648.0,108,10.14,,0.131,Approved,0,Active,4.3,Medium
LN101464,2024-06-18,Delhi,North,30,Salaried,84020.0,782700.0,62,10.92,736.0,0.197,Approved,0,Active,5.0,Low
LN100777,2024-02-17,Delhi,North,32,Self-Employed,52219.0,327075.0,94,11.56,806.0,0.102,Approved,0,Paid,5.0,Low
LN102826,2023-12-10,Bengaluru,South,31,Salaried,77317.0,627975.0,82,8.93,725.0,0.133,Approved,1,Defaulted,2.2,Low
LN100758,2024-07-18,Pune,West,42,Salaried,70044.0,924484.0,50,10.43,759.0,0.327,Approved,0,paid,4.8,Low
LN102639,2024-12-30,Bengaluru,South,33,Salaried,20000.0,399815.0,98,10.96,616.0,0.31,Approved,0,Active,5.0,High
LN100746,2023-09-04,Bengaluru,South,33,Salaried,88336.0,1145806.0,83,8.71,652.0,0.209,Approved,0,Paid,4.5,Medium
LN102028,2024-02-19,Chennai,South,33,Salaried,128651.0,,96,11.97,724.0,0.161,Rejected,0,Rejected,5.0,Low
LN101285,2024-03-20,Chennai,South,32,Salaried,84909.0,895417.0,73,10.0,687.0,0.193,Approved,1,Defaulted,2.3,Medium
LN100058,2023-04-10,Delhi,North,47,Business,48841.0,188282.0,74,12.55,686.0,0.075,Approved,0,Active,4.8,Medium
LN102371,2023-08-10,Chennai,South,36,Salaried,125131.0,1454240.0,49,8.7,798.0,0.283,Approved,0,Active,5.0,Low
LN100518,2024-06-16,Bengaluru,South,33,Salaried,100456.0,998749.0,87,11.16,,0.167,Approved,0,Paid,5.0,Low
LN101123,2023-09-22,Delhi,North,25,Business,74275.0,408202.0,87,11.87,655.0,0.095,Rejected,0,Rejected,5.0,Medium
LN100590,2024-07-26,Mumbai,West,29,Salaried,62802.0,669460.0,85,9.67,743.0,0.174,Approved,0,Paid,5.0,Low
LN100129,2023-07-27,Bengaluru,South,31,,71237.0,807304.0,62,10.11,663.0,0.235,Approved,0,Active,4.4,Medium
LN100289,2023-09-25,Hyderabad,South,37,Business,90066.0,629868.0,107,10.32,688.0,0.1,Rejected,0,Rejected,4.1,Medium
LN100132,2023-09-17,Chennai,South,45,Salaried,112650.0,,72,9.13,608.0,0.245,Rejected,0,Rejected,4.1,High
LN101423,2024-12-24,Delhi,North,44,Salaried,45010.0,607211.0,36,11.91,815.0,0.448,Approved,1,Defaulted,1.9,Medium
LN101031,2024-06-22,Hyderabad,South,44,Business,149678.0,1323961.0,41,9.88,741.0,0.255,Rejected,0,Rejected,4.4,Low
LN102008,2023-01-31,Mumbai,West,21,Self-Employed,56996.0,943778.0,97,11.48,623.0,0.263,Rejected,0,Rejected,5.0,High
LN100063,2024-05-05,Pune,West,39,Business,67690.0,1176702.0,91,10.92,702.0,0.282,Rejected,0,Rejected,5.0,Medium
LN102720,2024-09-28,Hyderabad,South,37,Salaried,72297.0,702408.0,61,9.71,642.0,0.202,Approved,0,Active,4.7,High
LN100227,2023-05-12,Delhi,North,38,Salaried,70816.0,,32,12.42,642.0,0.389,Rejected,0,Rejected,4.3,High
LN100730,2024-03-04,Mumbai,West,33,Salaried,78032.0,244794.0,87,10.41,677.0,0.052,Approved,1,Defaulted,2.4,Medium
LN100902,2023-11-22,Delhi,North,44,Self-Employed,55355.0,811523.0,61,12.47,566.0,0.326,Approved,0,Paid,4.3,High
LN101352,2023-04-11,Pune,West,36,Salaried,97228.0,637949.0,109,10.47,860.0,0.094,Approved,0,Active,4.5,Low
LN101226,2024-05-05,Chennai,South,39,Salaried,60401.0,257897.0,66,11.52,786.0,0.088,Approved,0,Active,5.0,Low
LN101250,2023-04-10,Delhi,North,32,Salaried,73756.0,571972.0,74,8.7,724.0,0.136,Approved,1,Defaulted,2.3,Low
LN100991,2024-10-16,Pune,West,21,Self-Employed,26792.0,497051.0,74,12.22,655.0,0.358,Approved,1,Defaulted,1.6,Medium
LN100626,2023-04-14,Delhi,North,39,Salaried,81810.0,607093.0,95,11.1,744.0,0.118,Rejected,0,Rejected,5.0,Low
LN101623,2024-10-30,Mumbai,West,44,Business,71364.0,844147.0,67,10.47,668.0,0.234,Rejected,0,Rejected,5.0,Medium
LN101975,2024-09-10,Pune,West,46,Business,150458.0,1518470.0,52,9.21,734.0,0.236,Rejected,0,Rejected,5.0,Low
LN100973,2023-04-24,Chennai,South,30,Salaried,55339.0,542632.0,93,9.33,704.0,0.148,Approved,1,Defaulted,1.7,Medium
LN100237,2023-12-11,Mumbai,West,30,Salaried,108622.0,765403.0,45,10.57,635.0,0.19,Approved,0,Active,4.8,High
LN101051,2023-04-28,Delhi,North,27,Salaried,60051.0,488193.0,68,10.84,726.0,0.161,Approved,0,Paid,5.0,Low
LN100593,2023-12-31,Mumbai,West,26,Salaried,117322.0,899815.0,47,10.56,670.0,0.2,Approved,0,Paid,4.2,Medium
LN100309,2023-04-06,Delhi,North,49,Business,72876.0,608932.0,92,9.93,785.0,0.13,Approved,0,Paid,5.0,Low
LN101189,2023-09-21,Mumbai,West,37,Business,62762.0,595351.0,74,11.32,529.0,0.179,Approved,0,Active,4.9,High
LN100798,2023-01-04,Pune,West,36,Business,89396.0,745041.0,120,11.25,639.0,0.116,Approved,0,Active,5.0,High
LN102693,2023-10-01,Chennai,South,30,Salaried,101127.0,926412.0,44,11.71,673.0,0.257,Approved,0,Active,4.7,Medium
